300833B2DDD9014033330009,300833B2DDD9014033330120,300833B2DDD9014033330121,300833B2DDD9014033330007,300833B2DDD9014033330008,300833B2DDD9014033330005,300833B2DDD9014033330006,300833B2DDD9014033330003,300833B2DDD9014033330004,300833B2DDD9014033330001,300833B2DDD9014033330002,300833B2DDD9014033330119,300833B2DDD9014033330110,300833B2DDD9014033330117,300833B2DDD9014033330118,300833B2DDD9014033330115,300833B2DDD9014033330116,300833B2DDD9014033330113,300833B2DDD9014033330114,300833B2DDD9014033330111,300833B2DDD9014033330112,300833B2DDD9014022220004,300833B2DDD9014022220003,300833B2DDD9014022220002,300833B2DDD9014022220001,300833B2DDD9014022220008,300833B2DDD9014022220007,300833B2DDD9014022220006,300833B2DDD9014022220005,300833B2DDD9014033330021,300833B2DDD9014033330022,300833B2DDD9014033330020,300833B2DDD9014033330029,300833B2DDD9014033330027,300833B2DDD9014022220009,300833B2DDD9014033330028,300833B2DDD9014033330025,300833B2DDD9014033330026,300833B2DDD9014033330023,300833B2DDD9014033330024,300833B2DDD9014033330010,300833B2DDD9014033330011,300833B2DDD9014033330018,300833B2DDD9014033330019,300833B2DDD9014033330016,300833B2DDD9014033330017,300833B2DDD9014033330014,300833B2DDD9014033330015,300833B2DDD9014033330012,300833B2DDD9014033330013,300833B2DDD9014022220026,300833B2DDD9014022220025,300833B2DDD9014022220024,300833B2DDD9014022220023,300833B2DDD9014022220029,300833B2DDD9014022220028,300833B2DDD9014022220027,300833B2DDD9014022220022,300833B2DDD9014022220021,300833B2DDD9014022220020,300833B2DDD9014022220015,300833B2DDD9014022220014,300833B2DDD9014022220013,300833B2DDD9014022220012,300833B2DDD9014022220019,300833B2DDD9014022220018,300833B2DDD9014022220017,300833B2DDD9014022220016,300833B2DDD9014022220011,300833B2DDD9014022220010,300833B2DDD9014022220048,300833B2DDD9014022220047,300833B2DDD9014022220046,300833B2DDD9014022220045,300833B2DDD9014033330108,300833B2DDD9014022220049,300833B2DDD9014033330109,300833B2DDD9014022220040,300833B2DDD9014022220044,300833B2DDD9014022220043,300833B2DDD9014022220042,300833B2DDD9014022220041,300833B2DDD9014033330106,300833B2DDD9014033330107,300833B2DDD9014033330104,300833B2DDD9014033330105,300833B2DDD9014033330102,300833B2DDD9014033330103,300833B2DDD9014033330100,300833B2DDD9014033330101,300833B2DDD9014022220037,300833B2DDD9014022220036,300833B2DDD9014022220035,300833B2DDD9014022220034,300833B2DDD9014022220039,300833B2DDD9014022220038,300833B2DDD9014022220033,300833B2DDD9014022220032,300833B2DDD9014022220031,300833B2DDD9014022220030,300833B2DDD9014022220069,300833B2DDD9014022220068,300833B2DDD9014022220067,300833B2DDD9014022220062,300833B2DDD9014033330090,300833B2DDD9014022220061,300833B2DDD9014033330091,300833B2DDD9014022220060,300833B2DDD9014022220066,300833B2DDD9014022220065,300833B2DDD9014022220064,300833B2DDD9014022220063,300833B2DDD9014033330087,300833B2DDD9014033330088,300833B2DDD9014033330085,300833B2DDD9014033330086,300833B2DDD9014033330083,300833B2DDD9014033330084,300833B2DDD9014033330081,300833B2DDD9014033330082,300833B2DDD9014033330089,300833B2DDD9014022220059,300833B2DDD9014022220058,300833B2DDD9014022220057,300833B2DDD9014022220056,300833B2DDD9014022220051,300833B2DDD9014022220050,300833B2DDD9014033330080,300833B2DDD9014022220055,300833B2DDD9014022220054,300833B2DDD9014022220053,300833B2DDD9014022220052,300833B2DDD9014033330076,300833B2DDD9014033330077,300833B2DDD9014033330074,300833B2DDD9014033330075,300833B2DDD9014033330072,300833B2DDD9014033330073,300833B2DDD9014033330070,300833B2DDD9014033330071,300833B2DDD9014033330078,300833B2DDD9014033330079,300833B2DDD9014022220073,300833B2DDD9014022220072,300833B2DDD9014022220071,300833B2DDD9014022220070,300833B2DDD9014022220076,300833B2DDD9014022220075,300833B2DDD9014022220074,300833B2DDD9014033330098,300833B2DDD9014033330099,300833B2DDD9014033330096,300833B2DDD9014033330094,300833B2DDD9014033330095,300833B2DDD9014033330092,300833B2DDD9014033330093,300833B2DDD9014033330043,300833B2DDD9014033330044,300833B2DDD9014033330041,300833B2DDD9014033330042,300833B2DDD9014033330040,300833B2DDD9014033330049,300833B2DDD9014033330047,300833B2DDD9014033330048,300833B2DDD9014033330045,300833B2DDD9014033330046,300833B2DDD9014033330032,300833B2DDD9014033330033,300833B2DDD9014033330030,300833B2DDD9014033330031,300833B2DDD9014033330038,300833B2DDD9014033330039,300833B2DDD9014033330036,300833B2DDD9014033330037,300833B2DDD9014033330034,300833B2DDD9014033330035,300833B2DDD9014033330065,300833B2DDD9014033330066,300833B2DDD9014033330063,300833B2DDD9014033330064,300833B2DDD9014033330061,300833B2DDD9014033330062,300833B2DDD9014033330060,300833B2DDD9014033330069,300833B2DDD9014033330067,300833B2DDD9014033330068,300833B2DDD9014033330054,300833B2DDD9014033330055,300833B2DDD9014033330052,300833B2DDD9014033330053,300833B2DDD9014033330050,300833B2DDD9014033330051,300833B2DDD9014033330058,300833B2DDD9014033330059,300833B2DDD9014033330056,300833B2DDD9014033330057,location_label,activity_label,unix_timestamp,PID
-68,-58,-59,0,0,0,0,-62,0,0,0,-69,-58,-62,-66,-55,-70,-58,-63,-60,-58,0,0,0,-75,-67,0,0,0,-64,-68,-63,0,0,0,0,-67,0,-63,-70,-62,-73,-63,-67,-73,-70,-68,-59,-71,0,-66,-69,0,-61,0,0,0,0,0,0,-70,0,0,-72,-68,0,-67,0,0,-65,-57,0,-64,-59,-56,-68,-59,-77,0,0,-62,-62,-60,-59,-71,-70,-66,-57,-67,-68,-66,0,-68,-70,-63,-69,-60,-64,-65,0,-62,0,-60,-59,-72,-59,-63,-57,0,-63,0,-63,-69,0,-59,-63,-75,-61,0,-64,-66,-58,-62,-64,0,-62,0,0,0,-60,-56,-64,-72,-61,-72,-70,-61,-59,-69,-68,-57,-70,-63,-63,-58,-64,0,-63,-76,-69,-69,0,0,-70,-63,-58,-64,-68,-58,-66,-61,-67,-62,0,0,0,0,-69,0,-67,-63,0,0,-70,0,-68,-69,-65,-67,0,-60,-57,-63,-68,-62,-66,-70,-68,-65,-60,0,0,0,0,-71,-65,bedroom_location_mirror,activity_brushing_hair,1563970055820,PID002A
-68,-58,-59,0,0,0,0,-62,0,0,0,-65,-61,-67,-66,-58,-60,-61,-60,-59,-66,0,0,0,-75,-67,0,0,0,-64,-68,-63,0,0,0,0,-67,0,-63,-70,-71,-73,-63,-67,-73,-70,-68,-59,-71,0,-70,-68,0,-61,0,0,0,0,0,0,-70,0,0,-72,-69,0,-67,0,0,-65,-57,0,-64,-59,-58,-68,-60,-77,0,0,-62,-62,-60,-68,-69,-68,-63,-58,-64,-68,-67,0,-68,-70,-63,-69,-60,-64,-64,0,-62,0,-60,-59,-73,-59,-61,-57,0,-63,0,-63,-70,0,-58,-62,-72,-60,0,-65,-65,-58,-62,-64,0,-62,0,0,0,-60,-56,-64,-73,-63,-72,-70,-61,-61,-60,-68,-59,-68,-63,-63,-58,-64,0,-63,-76,-60,-60,0,0,-70,-61,-58,-64,-68,-58,-66,-61,-66,-56,0,0,0,0,-69,0,-67,-63,0,0,-70,0,-68,-67,-65,-66,0,-58,-58,-66,-62,-64,-67,-69,-68,-63,-61,0,0,0,0,-69,-66,bedroom_location_mirror,activity_brushing_hair,1563970056834,PID002A
-74,-58,-61,0,0,0,0,-61,0,0,0,-70,-59,-62,-64,-56,-66,-56,-61,-60,-57,0,0,0,-75,-67,0,0,0,-65,-64,-62,0,0,0,0,-68,0,-62,-70,-62,-69,-66,-65,-74,-72,-67,-59,-70,0,-70,-68,0,-61,0,0,0,0,0,0,-70,0,0,-72,-69,0,-67,0,0,-65,-57,0,-64,-59,-57,-68,-62,-77,0,0,-62,-62,-61,-60,-69,-64,-65,-57,-64,-61,-67,0,-68,-70,-63,-69,-60,-64,-64,0,-62,0,-60,-59,-75,-59,-61,-57,0,-63,0,-63,-69,0,-61,-62,-72,-61,0,-65,-66,-58,-62,-64,0,-62,0,0,0,-60,-56,-64,-75,-63,-72,-69,-62,-60,-60,-68,-57,-70,-63,-63,-58,-64,0,-63,-76,-60,-69,0,0,-70,-61,-57,-64,-68,-58,-70,-61,-66,-62,0,0,0,0,-68,0,-60,-60,0,0,-61,0,-68,-68,-65,-66,0,-58,-59,-66,-72,-64,-67,-69,-68,-66,-64,0,0,0,0,-70,-65,bedroom_location_mirror,activity_brushing_hair,1563970057850,PID002A
-74,-58,-61,0,0,0,0,-61,0,0,0,-70,-59,-62,-64,-56,-65,-56,-62,-60,-57,0,0,0,-74,-67,0,0,0,-67,-63,-63,0,0,0,0,-68,0,-62,-70,-62,-69,-63,-64,-74,-71,-68,-59,-70,0,-70,-68,0,-64,0,0,0,0,0,0,-73,0,0,-72,-69,0,-67,0,0,-65,-57,0,-64,-62,-57,-68,-62,-77,0,0,-64,-63,-61,-60,-69,-65,-65,-57,-65,-61,-67,0,-69,-69,-64,-69,-62,-64,-64,0,-62,0,-60,-59,-75,-59,-61,-58,0,-63,0,-62,-69,0,-61,-62,-72,-61,0,-65,-66,-58,-62,-64,0,-62,0,0,0,-61,-57,-64,-75,-63,-72,-69,-62,-60,-60,-68,-57,-70,-63,-64,-58,-66,0,-63,-75,-68,-69,0,0,-70,-61,-57,-64,-68,-58,-69,-61,-66,-62,0,0,0,0,-68,0,-60,-60,0,0,-62,0,-68,-68,-65,-66,0,-58,-59,-66,-71,-64,-67,-69,-68,-66,-64,0,0,0,0,-69,-65,TRA,TRA,1563970058859,PID002A
-74,-58,-59,0,0,0,0,-61,0,0,0,-62,-67,-67,-65,-59,-58,-62,-60,-62,-68,0,0,0,-75,-70,0,0,0,-67,-63,-63,0,0,0,0,-68,0,-62,-70,-62,-69,-63,-64,-74,-71,-68,-59,-70,0,-68,-67,0,-64,0,0,0,0,0,0,-70,0,0,-72,-68,0,-66,0,0,-64,-57,0,-64,-62,-59,-66,-58,-77,0,0,-64,-63,-61,-68,-68,-66,-60,-60,-65,-61,-66,0,-69,-69,-64,-69,-62,-64,-64,0,-62,0,-60,-59,-75,-59,-63,-58,0,-63,0,-62,-69,0,-59,-63,-72,-60,0,-64,-66,-58,-62,-64,0,-62,0,0,0,-61,-57,-64,-75,-62,-72,-69,-62,-61,-59,-68,-58,-70,-63,-64,-58,-66,0,-63,-75,-60,-59,0,0,-70,-63,-58,-64,-68,-58,-69,-61,-66,-55,0,0,0,0,-68,0,-60,-60,0,0,-62,0,-68,-68,-65,-66,0,-59,-59,-66,-61,-60,-67,-69,-68,-65,-64,0,0,0,0,-69,-66,TRA,TRA,1563970059870,PID002A
-67,-73,-61,0,0,0,0,-67,0,0,0,-68,-58,-67,-61,-56,-70,-57,-66,-60,-57,0,0,0,-75,-70,0,0,0,-67,-68,-64,0,0,0,0,-68,0,-65,-68,-66,-69,-65,-67,-74,-71,-72,-65,-67,0,-68,-67,0,-64,0,0,0,0,0,0,-70,0,0,-72,-68,0,-66,0,0,-64,-57,0,-64,-62,-61,-66,-61,-77,0,0,-64,-63,-67,-64,-67,-73,-63,-57,-67,-70,-66,0,-69,-69,-64,-69,-62,-64,-64,0,-62,0,-60,-59,-71,-59,-63,-58,0,-63,0,-62,-68,0,-59,-61,-73,-61,0,-64,-66,-58,-62,-64,0,-62,0,0,0,-61,-57,-64,-74,-61,-72,-69,-62,-61,-60,-69,-58,-70,-63,-64,-58,-66,0,-63,-75,-67,-69,0,0,-70,-61,-58,-64,-71,-58,-68,-65,-66,-63,0,0,0,0,-68,-66,-60,-70,0,0,-71,0,-68,-67,-62,-67,0,-59,-57,-66,-71,-59,-66,-71,-68,-66,-63,0,0,0,0,-70,-66,TRA,TRA,1563970060877,PID002A
-69,-57,-58,0,0,0,0,-62,0,0,0,-65,-61,-62,-62,-56,-72,-55,-62,-58,-57,0,0,0,-74,-70,0,0,0,-67,-68,-70,0,0,0,0,-68,0,-72,-68,-61,-69,-66,-67,-74,-71,-68,-55,-58,0,-68,-67,0,-62,0,0,0,0,0,0,-73,0,0,-72,-68,0,-66,0,0,-64,-57,0,-64,-60,-60,-66,-67,-76,0,0,-63,-62,-61,-60,-74,-62,-63,-60,-74,-66,-66,0,-68,-69,-62,-69,-63,-64,-64,0,-63,0,-59,-59,-71,-58,-63,-58,0,-64,0,-62,-68,0,-59,-61,-73,-61,0,-64,-66,-58,-61,-64,0,-61,0,0,0,-60,-56,-64,-74,-61,-72,-69,-62,-61,-60,-69,-58,-70,-63,-63,-57,-66,0,-63,-76,-68,-62,0,0,-70,-61,-58,-64,-71,-58,-68,-67,-66,-67,0,0,0,0,-68,-61,-63,-64,0,0,-72,0,-60,-67,-62,-73,0,-70,-57,-66,-70,-59,-66,-71,-68,-66,-67,0,0,0,0,-70,-66,TRA,TRA,1563970061896,PID002A
-69,-57,-60,0,0,0,0,-62,0,0,0,-64,-66,-62,-66,-58,-60,-61,-59,-59,-57,0,0,0,-74,-69,0,0,0,-67,-68,-70,0,0,0,0,-68,0,-72,-68,-61,-69,-66,-67,-74,-71,-68,-55,-58,0,-66,-69,0,-62,0,0,0,0,0,0,-70,0,0,-72,-68,0,-67,0,0,-64,-57,0,-64,-60,-60,-68,-58,-76,0,0,-63,-62,-61,-60,-67,-66,-60,-60,-66,-66,-67,0,-68,-69,-62,-68,-63,-64,-65,0,-63,0,-59,-59,-71,-58,-60,-58,0,-64,0,-62,-68,0,-59,-61,-73,-60,0,-66,-65,-58,-61,-64,0,-61,0,0,0,-60,-56,-64,-74,-63,-72,-69,-62,-61,-60,-69,-57,-67,-63,-63,-57,-66,0,-63,-76,-61,-60,0,0,-70,-62,-58,-64,-71,-58,-68,-67,-66,-57,0,0,0,0,-68,-61,-63,-64,0,0,-72,0,-66,-67,-65,-73,0,-70,-58,-66,-63,-64,-65,-71,-68,-64,-67,0,0,0,0,-70,-65,TRA,TRA,1563970062906,PID002A
-69,-60,-61,0,0,0,0,-61,0,0,0,-70,-60,-61,-63,-55,-68,-56,-61,-60,-57,0,0,0,-74,-69,0,0,0,-67,-68,-63,0,0,0,0,-68,0,-61,-68,-61,-70,-69,-67,-70,-71,-71,-58,-65,0,-66,-69,0,-62,0,0,0,0,0,0,-70,0,0,-72,-68,0,-67,0,0,-64,-57,0,-64,-60,-58,-68,-62,-76,0,0,-63,-62,-58,-59,-67,-68,-60,-57,-68,-61,-67,0,-68,-69,-62,-68,-63,-64,-65,0,-63,0,-59,-59,-70,-58,-60,-58,0,-64,0,-62,-69,0,-60,-62,-72,-60,0,-65,-66,-58,-61,-64,0,-61,0,0,0,-60,-56,-64,-74,-62,-71,-69,-62,-63,-60,-68,-58,-68,-63,-63,-57,-66,0,-63,-76,-71,-67,0,0,-69,-61,-58,-64,-71,-58,-68,-59,-67,-61,0,-65,0,0,-67,-62,-61,-60,0,0,-67,0,-61,-67,-64,-67,0,-59,-58,-64,-62,-64,-63,-63,-68,-62,-62,0,0,0,0,-74,-65,TRA,TRA,1563970063915,PID002A
-72,-61,-60,0,0,0,0,-61,0,0,0,-70,-60,-62,-64,-56,-67,-55,-64,-60,-58,0,0,0,-74,-69,0,0,0,-68,-64,-66,0,0,0,0,-68,0,-62,-70,-62,-69,-69,-63,-71,-70,-70,-61,-65,0,-66,-69,0,-62,0,0,0,0,0,0,-72,0,0,-72,-68,0,-67,0,0,-64,-57,0,-66,-61,-58,-68,-59,-78,0,0,-62,-63,-61,-59,-70,-65,-68,-57,-72,-64,-67,0,-68,-70,-63,-68,-62,-64,-65,0,-61,0,-61,-59,-70,-59,-60,-57,0,-62,0,-63,-69,0,-60,-62,-72,-60,0,-65,-66,-57,-61,-63,0,-60,0,0,0,-60,-57,-63,-74,-62,-71,-69,-62,-63,-60,-68,-58,-68,-63,-63,-59,-65,0,-63,-76,-70,-66,0,0,-69,-61,-58,-65,-72,-58,-62,-59,-67,-62,0,-65,0,0,-68,-63,-60,-60,0,0,-69,0,-63,-67,-64,-67,0,-59,-58,-64,-70,-64,-63,-65,-62,-62,-62,0,0,0,0,-74,-65,TRA,TRA,1563970064926,PID002A
-66,-61,-59,0,0,0,0,-61,0,0,0,-66,-60,-62,-66,-59,-61,-60,-57,-63,-58,0,0,0,-76,-67,0,0,0,-68,-64,-66,0,0,0,0,-68,0,-62,-70,-62,-69,-69,-63,-71,-70,-70,-61,-65,0,-67,-67,0,-62,0,0,0,0,0,0,-70,0,0,-72,-68,0,-67,0,0,-64,-57,0,-66,-61,-60,-68,-59,-77,0,0,-62,-63,-61,-59,-67,-65,-61,-60,-67,-64,-66,0,-68,-70,-63,-69,-62,-65,-65,0,-61,0,-61,-59,-70,-59,-64,-57,0,-62,0,-63,-67,0,-59,-63,-72,-60,0,-63,-66,-57,-61,-63,0,-60,0,0,0,-60,-57,-63,-74,-61,-71,-69,-63,-63,-60,-68,-59,-68,-63,-63,-59,-65,0,-63,-77,-60,-61,0,0,-69,-61,-58,-65,-72,-58,-62,-59,-67,-55,0,-65,0,0,-68,-63,-60,-60,0,0,-69,0,-63,-68,-65,-66,0,-59,-59,-66,-60,-63,-66,-66,-62,-64,-63,0,0,0,0,-74,-66,TRA,TRA,1563970065933,PID002A
-68,-59,-61,0,0,0,0,-61,0,0,0,-66,-60,-62,-63,-55,-62,-57,-62,-60,-58,0,0,0,-76,-67,0,0,0,-68,-64,-61,0,0,0,0,-68,0,-62,-70,-60,-69,-69,-62,-71,-70,-70,-54,-64,0,-67,-67,0,-62,0,0,0,0,0,0,-70,0,0,-72,-68,0,-67,0,0,-64,-57,0,-66,-61,-57,-68,-62,-77,0,0,-62,-63,-61,-58,-67,-68,-61,-56,-67,-64,-66,0,-68,-70,-63,-69,-62,-65,-65,0,-61,0,-61,-59,-71,-59,-60,-57,0,-62,0,-63,-69,0,-59,-61,-71,-62,0,-65,-66,-57,-61,-63,0,-60,0,0,0,-60,-57,-63,-73,-61,-71,-71,-62,-59,-60,-67,-60,-70,-63,-63,-59,-65,0,-63,-77,-59,-61,0,0,-69,-62,-57,-65,-72,-58,-64,-60,-66,-61,0,-65,0,0,-68,-62,-61,-59,0,0,-69,0,-62,-68,-62,-67,0,-59,-60,-66,-63,-63,-65,-70,-62,-65,-63,0,0,0,0,-70,-66,TRA,TRA,1563970066942,PID002A
-73,-59,-61,0,0,0,0,-62,0,0,0,-69,-58,-62,-64,-55,-67,-56,-62,-60,-57,0,0,0,-76,-67,0,0,0,-67,-67,-64,0,0,0,0,-68,0,-61,-70,-62,-68,-67,-62,-72,-70,-70,-59,-64,0,-67,-67,0,-61,0,0,0,0,0,0,-70,0,0,-72,-68,0,-67,0,0,-64,-57,0,-67,-60,-58,-68,-63,-72,0,0,-62,-63,-61,-58,-70,-67,-69,-56,-71,-65,-66,0,-69,-70,-63,-69,-61,-65,-65,0,-61,0,-60,-61,-71,-58,-60,-58,0,-62,0,-59,-69,0,-59,-61,-71,-62,0,-65,-66,-58,-61,-63,0,-62,0,0,0,-62,-55,-64,-73,-61,-71,-71,-62,-59,-60,-67,-60,-70,-61,-62,-57,-67,0,-63,-77,-71,-66,0,0,-69,-62,-57,-65,-72,-58,-64,-60,-66,-60,0,-65,0,0,-69,-64,-60,-61,0,0,-68,0,-63,-68,-62,-67,0,-59,-60,-66,-70,-63,-65,-65,-67,-65,-63,0,0,0,0,-70,-66,TRA,TRA,1563970067951,PID002A
-73,-59,-61,0,0,0,0,-62,0,0,0,-69,-58,-62,-64,-60,-67,-59,-61,-59,-57,0,0,0,-76,-68,0,0,0,-67,-67,-64,0,0,0,0,-68,0,-61,-70,-62,-68,-67,-62,-72,-70,-70,-59,-64,0,-67,-69,0,-64,0,0,0,0,-72,0,-69,-71,0,-73,-68,0,-68,0,0,-64,-56,0,-65,-62,-60,-68,-60,-70,0,0,-63,-63,-61,-58,-70,-67,-69,-60,-71,-65,-65,0,-69,-69,-63,-68,-62,-65,-65,0,-64,0,-60,-59,-71,-59,-60,-57,0,-62,0,-59,-69,0,-60,-61,-71,-62,0,-65,-66,-58,-60,-64,0,-61,0,0,0,-59,-57,-67,-73,-61,-71,-71,-60,-59,-60,-67,-59,-70,-65,-62,-57,-64,0,-63,-77,-71,-66,0,0,-69,-62,-56,-65,-72,-58,-64,-60,-66,-60,0,-65,0,0,-69,-64,-60,-61,0,0,-68,0,-63,-68,-62,-67,0,-57,-60,-66,-62,-61,-65,-65,-67,-65,-63,0,0,0,0,-70,-66,kitchen_location_worktop_corner,activity_prepare_tea,1563970068984,PID002A
-69,-71,-60,0,0,0,0,-62,0,0,0,-66,-66,-70,-65,-60,-61,-59,-61,-61,-71,0,0,0,-76,-68,0,0,0,-67,-67,-64,0,0,0,0,-68,0,-61,-70,-62,-68,-67,-62,-72,-70,-70,-59,-64,0,-67,-69,0,-64,0,0,0,0,-72,0,-69,-71,0,-73,-68,0,-68,0,0,-64,-56,0,-65,-62,-58,-68,-60,-70,0,0,-63,-63,-61,-70,-67,-67,-58,-60,-67,-65,-65,0,-69,-69,-63,-68,-62,-65,-65,0,-64,0,-60,-59,-71,-59,-61,-57,0,-62,0,-59,-68,0,-59,-63,-73,-60,0,-65,-66,-58,-60,-64,0,-61,0,0,0,-59,-57,-67,-72,-59,-71,-70,-63,-61,-60,-69,-57,-70,-65,-62,-57,-64,0,-63,-77,-60,-59,0,0,-69,-63,-58,-65,-72,-58,-64,-60,-66,-56,0,-65,0,0,-69,-64,-60,-61,0,0,-68,0,-68,-68,-65,-66,0,-59,-57,-67,-60,-63,-67,-68,-67,-65,-63,0,0,0,0,-70,-67,kitchen_location_worktop_corner,activity_prepare_tea,1563970069991,PID002A
-72,-60,-61,0,0,0,0,-62,0,0,0,-70,-60,-61,-63,-55,-67,-56,-62,-61,-58,0,0,0,-76,-68,0,0,0,-67,-67,-62,0,0,0,0,-68,0,-61,-69,-60,-69,-67,-62,-72,-70,-70,-54,-64,0,-67,-69,0,-64,0,0,0,0,-72,0,-69,-71,0,-73,-68,0,-68,0,0,-64,-56,0,-65,-62,-58,-68,-60,-70,0,0,-63,-63,-61,-58,-69,-67,-58,-56,-73,-64,-65,0,-69,-69,-63,-68,-62,-65,-65,0,-64,0,-60,-59,-73,-59,-61,-57,0,-62,0,-59,-69,0,-59,-63,-72,-60,0,-65,-66,-58,-60,-64,0,-61,0,0,0,-59,-57,-67,-75,-59,-72,-70,-63,-61,-60,-69,-57,-71,-65,-62,-57,-64,0,-63,-77,-59,-66,0,0,-69,-63,-58,-65,-72,-58,-64,-59,-66,-61,0,-65,0,0,-69,-62,-60,-59,0,0,-68,0,-62,-68,-65,-66,0,-59,-57,-67,-70,-63,-65,-63,-67,-65,-63,0,0,0,0,-70,-66,kitchen_location_worktop_corner,activity_prepare_tea,1563970071002,PID002A
-74,-60,-61,0,0,0,0,-62,0,0,0,-70,-60,-61,-63,-55,-67,-56,-62,-61,-58,0,0,0,-73,-68,0,0,0,-67,-67,-62,0,0,0,0,-68,0,-61,-69,-60,-68,-67,-62,-73,-70,-70,-54,-66,0,-67,-69,0,-62,0,0,0,0,-72,0,-73,-71,0,-71,-68,0,-68,0,0,-64,-57,0,-64,-61,-58,-68,-60,-75,0,0,-64,-62,-61,-58,-70,-67,-58,-56,-71,-63,-65,0,-67,-70,-66,-68,-62,-65,-65,0,-63,0,-60,-60,-73,-59,-61,-58,0,-65,0,-62,-69,0,-59,-63,-72,-60,0,-65,-66,-58,-61,-63,0,-61,0,0,0,-60,-55,-65,-75,-59,-72,-70,-63,-61,-60,-69,-57,-71,-63,-63,-58,-65,0,-61,-74,-71,-65,0,0,-69,-63,-58,-65,-72,-58,-64,-59,-66,-61,0,-65,0,0,-69,-62,-61,-59,0,0,-67,0,-62,-68,-65,-66,0,-59,-57,-67,-70,-63,-65,-64,-67,-65,-63,0,0,0,0,-70,-66,kitchen_location_worktop_corner,activity_prepare_tea,1563970072023,PID002A
-74,-60,-61,0,0,0,0,-62,0,0,0,-65,-67,-61,-66,-59,-63,-60,-60,-61,-58,0,0,0,-73,-66,0,0,0,-67,-67,-62,0,0,0,0,-68,0,-61,-69,-60,-68,-67,-62,-73,-70,-70,-54,-66,0,-66,-67,0,-62,0,0,0,0,-72,0,-73,-71,0,-71,-63,0,-67,0,0,-72,-57,0,-64,-61,-59,-66,-60,-75,0,0,-64,-62,-61,-58,-70,-67,-62,-58,-67,-63,-68,0,-67,-70,-66,-63,-62,-62,-64,0,-63,0,-60,-60,-73,-59,-61,-58,0,-65,0,-62,-69,0,-59,-61,-72,-62,0,-65,-66,-58,-61,-63,0,-61,0,0,0,-60,-55,-65,-75,-60,-72,-70,-60,-61,-60,-69,-57,-71,-63,-63,-58,-65,0,-61,-74,-60,-58,0,0,-69,-64,-58,-65,-72,-58,-64,-59,-67,-56,0,-65,0,0,-69,-62,-61,-59,0,0,-67,0,-62,-68,-65,-66,0,-59,-57,-65,-64,-63,-65,-68,-67,-65,-61,0,0,0,0,-70,-66,kitchen_location_worktop_corner,activity_prepare_tea,1563970073034,PID002A
-68,-59,-60,0,0,0,0,-62,0,0,0,-69,-58,-61,-66,-55,-67,-56,-63,-61,-57,0,0,0,-73,-66,0,0,0,-67,-67,-62,0,0,0,0,-68,0,-61,-69,-61,-68,-67,-63,-73,-70,-69,-58,-64,0,-66,-67,0,-62,0,0,0,0,-72,0,-73,-71,0,-71,-63,0,-67,0,0,-72,-57,0,-64,-61,-57,-66,-61,-75,0,0,-64,-62,-61,-59,-70,-66,-61,-57,-72,-65,-68,0,-67,-70,-66,-63,-62,-62,-64,0,-63,0,-60,-60,-70,-59,-63,-58,0,-65,0,-62,-68,0,-59,-61,-71,-61,0,-65,-65,-58,-61,-63,0,-61,0,0,0,-60,-55,-65,-75,-62,-72,-71,-59,-63,-59,-69,-59,-71,-63,-63,-58,-65,0,-61,-74,-58,-66,0,0,-69,-63,-58,-65,-71,-58,-67,-60,-66,-61,0,-65,0,0,-69,-61,-60,-60,0,0,-68,0,-62,-67,-63,-66,0,-57,-59,-67,-64,-63,-65,-63,-67,-65,-60,0,0,0,0,-70,-66,kitchen_location_worktop_corner,activity_prepare_tea,1563970074041,PID002A
-73,-58,-60,0,0,0,0,-62,0,0,0,-69,-60,-63,-64,-56,-68,-56,-62,-61,-57,0,0,0,-74,-66,0,0,0,-67,-67,-61,0,0,0,0,-68,0,-63,-69,-61,-69,-67,-62,-72,-69,-70,-60,-63,0,-66,-67,0,-63,0,0,0,0,-72,0,-73,-71,0,-72,-63,0,-67,0,0,-72,-57,0,-64,-61,-58,-66,-62,-74,0,0,-63,-64,-60,-59,-70,-67,-61,-56,-71,-65,-68,0,-66,-69,-63,-63,-62,-62,-64,0,-61,0,-60,-60,-70,-59,-63,-57,0,-63,0,-61,-68,0,-59,-61,-71,-61,0,-65,-65,-57,-61,-63,0,-61,0,0,0,-60,-56,-64,-75,-62,-72,-71,-59,-63,-59,-69,-59,-71,-63,-64,-59,-65,0,-64,-78,-71,-66,0,0,-69,-63,-58,-64,-72,-58,-67,-58,-66,-60,0,-65,0,0,-69,-63,-60,-60,0,0,-67,0,-63,-67,-63,-66,0,-57,-59,-67,-69,-63,-65,-67,-67,-65,-60,0,0,0,0,-69,-66,kitchen_location_worktop_sink,activity_prepare_tea,1563970075050,PID002A
